,created_at,id,text,author_id,tokens
90,2022-03-11T16:25:14.000Z,1502319750470328323,Only 18% Of Americans Say Their Wages Are Keeping Pace With Soaring Inflation https://t.co/5S4piOqTka,18856867,"['only', 'of', 'american', 'say', 'their', 'wage', 'are', 'keeping', 'pace', 'with', 'soaring', 'inflation', 'httpstcospioqtka']"
91,2022-03-11T16:15:25.000Z,1502317279673032707,"RUSSIA AIRSTRIKES IN WESTERN UKRAINE, INCLUDING LUTSK, TARGETED AIRFIELDS - U.S. DEFENSE OFFICIAL

U.S. ASSESSES THAT RUSSIA WANTED TO ELIMINATE UKRAINE'S ABILITY TO USE THOSE AIRFIELDS, UNCLEAR THE EXTENT THEY WERE USED - U.S. OFFICIAL",18856867,"['russia', 'airstrikes', 'in', 'western', 'ukraine', 'including', 'lutsk', 'targeted', 'airfield', 'u', 'defense', 'officialus', 'ass', 'that', 'russia', 'wanted', 'to', 'eliminate', 'ukraine', 'ability', 'to', 'use', 'those', 'airfield', 'unclear', 'the', 'extent', 'they', 'were', 'used', 'u', 'official']"
92,2022-03-11T16:15:05.000Z,1502317195946336261,WHITE HOUSE SAYS BIDEN'S EXECUTIVE ORDER BANS EXPORTATION SALE OR SUPPLY FROM THE UNITED STATES OF U.S. DOLLAR-DENOMINATED BANKNOTES TO RUSSIA,18856867,"['white', 'house', 'say', 'bidens', 'executive', 'order', 'ban', 'exportation', 'sale', 'or', 'supply', 'from', 'the', 'united', 'state', 'of', 'u', 'dollardenominated', 'banknote', 'to', 'russia']"
93,2022-03-11T16:09:13.000Z,1502315716346851332,Russia Allows Chinese Banks To Buy Oil Without Letters Of Credit To Bypass Western Sanctions https://t.co/TAy43DLxuW,18856867,"['russia', 'allows', 'chinese', 'bank', 'to', 'buy', 'oil', 'without', 'letter', 'of', 'credit', 'to', 'bypass', 'western', 'sanction', 'httpstcotaydlxuw']"
94,2022-03-11T16:05:14.000Z,1502314715858489344,"As TSA Extends Mask Mandate, Rand Paul Vows To Force Vote To Scrap It https://t.co/sp1XJvyzkW",18856867,"['a', 'tsa', 'extends', 'mask', 'mandate', 'rand', 'paul', 'vow', 'to', 'force', 'vote', 'to', 'scrap', 'it', 'httpstcospxjvyzkw']"
95,2022-03-11T16:03:08.000Z,1502314188517093379,U.S. HOUSE SPEAKER PELOSI SAYS HOUSE WILL VOTE NEXT WEEK ON REVOKING PERMANENT NORMAL TRADE RELATIONS WITH RUSSIA,18856867,"['u', 'house', 'speaker', 'pelosi', 'say', 'house', 'will', 'vote', 'next', 'week', 'on', 'revoking', 'permanent', 'normal', 'trade', 'relation', 'with', 'russia']"
96,2022-03-11T16:03:01.000Z,1502314159681294348,"*U.S. TREASURY 2-YEAR YIELD EXTENDS CLIMB, REACHING 1.75%",18856867,"['u', 'treasury', 'year', 'yield', 'extends', 'climb', 'reaching']"
97,2022-03-11T16:00:42.000Z,1502313572994588674,HEAD OF UKRAINE'S ENERGOATOM SAYS RUSSIANS OCCUPYING ZAPORIZHZHIA PLANT TOLD WORKERS THE PLANT BELONGS TO RUSSIA'S ROSATOM NOW,18856867,"['head', 'of', 'ukraine', 'energoatom', 'say', 'russian', 'occupying', 'zaporizhzhia', 'plant', 'told', 'worker', 'the', 'plant', 'belongs', 'to', 'russia', 'rosatom', 'now']"
98,2022-03-11T15:59:13.000Z,1502313202247421953,"Didi Shares Extend Collapse, Down 42% As China Tech Stocks Slide  https://t.co/0JVgPw3JUC",18856867,"['didi', 'share', 'extend', 'collapse', 'down', 'a', 'china', 'tech', 'stock', 'slide', 'httpstcojvgpwjuc']"
99,2022-03-11T15:46:21.000Z,1502309962550284296,"*DEMOCRATS PLAN TO DENY RUSSIAN OLIGARCHS, COMPANIES TAX BREAKS",18856867,"['democrat', 'plan', 'to', 'deny', 'russian', 'oligarch', 'company', 'tax', 'break']"
